id;ordernumber;pricegroup;von;zu;price;pseudoprice;baseprice;bulkgroup;taxgroup;taxvalue
9587;101965;VK2;1;beliebig;73,05;;0;0;+;19
9588;101965;VK3;1;beliebig;95;;0;0;+;19
9589;101965;VK4;1;beliebig;115,5;;0;0;+;19
9590;101965;VK_DP;1;beliebig;104,5;;0;0;+;19
9591;101966;VK1;1;beliebig;80,5;;0;0;+;19
9592;101966;VK2;1;beliebig;73,05;;0;0;+;19
9593;101966;VK3;1;beliebig;95;;0;0;+;19
9594;101966;VK4;1;beliebig;115,5;;0;0;+;19
9595;101966;VK_DP;1;beliebig;104,5;;0;0;+;19
9596;101967;VK1;1;beliebig;80,5;;0;0;+;19
9597;101967;VK2;1;beliebig;73,05;;0;0;+;19
9598;101967;VK3;1;beliebig;95;;0;0;+;19
9599;101967;VK4;1;beliebig;115,5;;0;0;+;19
9600;101967;VK_DP;1;beliebig;104,5;;0;0;+;19
9601;101968;VK1;1;beliebig;50,5;;0;0;+;19
9602;101968;VK2;1;beliebig;46,15;;0;0;+;19
9603;101968;VK3;1;beliebig;59,5;;0;0;+;19
9604;101968;VK4;1;beliebig;72,5;;0;0;+;19
9605;101968;VK_DP;1;beliebig;66;;0;0;+;19
9606;101969;VK1;1;beliebig;50,5;;0;0;+;19
9607;101969;VK2;1;beliebig;46,15;;0;0;+;19
9608;101969;VK3;1;beliebig;59,5;;0;0;+;19
9609;101969;VK4;1;beliebig;72,5;;0;0;+;19
9610;101969;VK_DP;1;beliebig;66;;0;0;+;19
9611;101970;VK1;1;beliebig;50,5;;0;0;+;19
9612;101970;VK2;1;beliebig;46,15;;0;0;+;19
9613;101970;VK3;1;beliebig;59,5;;0;0;+;19
9614;101970;VK4;1;beliebig;72,5;;0;0;+;19
9615;101970;VK_DP;1;beliebig;66;;0;0;+;19
9616;101971;VK1;1;beliebig;28;;0;0;+;19
9617;101971;VK2;1;beliebig;25,3;;0;0;+;19
9618;101971;VK3;1;beliebig;33;;0;0;+;19
9619;101971;VK4;1;beliebig;40;;0;0;+;19
9620;101971;VK_DP;1;beliebig;36,5;;0;0;+;19
9621;101972;VK1;1;beliebig;40,5;;0;0;+;19
9622;101972;VK2;1;beliebig;37,1;;0;0;+;19
9623;101972;VK3;1;beliebig;48;;0;0;+;19
9624;101972;VK4;1;beliebig;58;;0;0;+;19
9625;101972;VK_DP;1;beliebig;53,5;;0;0;+;19
9626;101973;VK1;1;beliebig;40,5;;0;0;+;19
9627;101973;VK2;1;beliebig;37,1;;0;0;+;19
9628;101973;VK3;1;beliebig;48;;0;0;+;19
9629;101973;VK4;1;beliebig;58;;0;0;+;19
9630;101973;VK_DP;1;beliebig;53,5;;0;0;+;19
9631;101974;VK1;1;beliebig;40,5;;0;0;+;19
9632;101974;VK2;1;beliebig;37,1;;0;0;+;19
9633;101974;VK3;1;beliebig;48;;0;0;+;19
9634;101974;VK4;1;beliebig;58;;0;0;+;19
9635;101974;VK_DP;1;beliebig;53,5;;0;0;+;19
9636;101975;VK1;1;beliebig;40,5;;0;0;+;19
9637;101975;VK2;1;beliebig;37,1;;0;0;+;19
9638;101975;VK3;1;beliebig;48;;0;0;+;19
9639;101975;VK4;1;beliebig;58;;0;0;+;19
9640;101975;VK_DP;1;beliebig;53,5;;0;0;+;19
9641;101976;VK1;1;beliebig;40,5;;0;0;+;19
9642;101976;VK2;1;beliebig;37,1;;0;0;+;19
9643;101976;VK3;1;beliebig;48;;0;0;+;19
9644;101976;VK4;1;beliebig;58;;0;0;+;19
9645;101976;VK_DP;1;beliebig;53,5;;0;0;+;19
9646;101977;VK1;1;beliebig;40,5;;0;0;+;19
9647;101977;VK2;1;beliebig;37,1;;0;0;+;19
9648;101977;VK3;1;beliebig;48;;0;0;+;19
9649;101977;VK4;1;beliebig;58;;0;0;+;19
9650;101977;VK_DP;1;beliebig;53,5;;0;0;+;19
9651;101978;VK1;1;beliebig;40,5;;0;0;+;19
9652;101978;VK2;1;beliebig;37,1;;0;0;+;19
9653;101978;VK3;1;beliebig;48;;0;0;+;19
9654;101978;VK4;1;beliebig;58;;0;0;+;19
9655;101978;VK_DP;1;beliebig;53,5;;0;0;+;19
9656;101979;VK1;1;beliebig;40,5;;0;0;+;19
9657;101979;VK2;1;beliebig;37,1;;0;0;+;19
9658;101979;VK3;1;beliebig;48;;0;0;+;19
9659;101979;VK4;1;beliebig;58;;0;0;+;19
9660;101979;VK_DP;1;beliebig;53,5;;0;0;+;19
9661;101980;VK1;1;beliebig;23,5;;0;0;+;19
9662;101980;VK2;1;beliebig;21,35;;0;0;+;19
9663;101980;VK3;1;beliebig;28;;0;0;+;19
9664;101980;VK4;1;beliebig;34;;0;0;+;19
9665;101980;VK_DP;1;beliebig;30,5;;0;0;+;19
9666;101981;VK1;1;beliebig;36;;0;0;+;19
9667;101981;VK2;1;beliebig;33,15;;0;0;+;19
9668;101981;VK3;1;beliebig;42,5;;0;0;+;19
9669;101981;VK4;1;beliebig;51,5;;0;0;+;19
9670;101981;VK_DP;1;beliebig;47,5;;0;0;+;19
9671;101982;VK1;1;beliebig;36;;0;0;+;19
9672;101982;VK2;1;beliebig;33,15;;0;0;+;19
9673;101982;VK3;1;beliebig;42,5;;0;0;+;19
9674;101982;VK4;1;beliebig;51,5;;0;0;+;19
9675;101982;VK_DP;1;beliebig;47,5;;0;0;+;19
9676;101983;VK1;1;beliebig;20;;0;0;+;19
9677;101983;VK2;1;beliebig;17,95;;0;0;+;19
9678;101983;VK3;1;beliebig;24;;0;0;+;19
9679;101983;VK4;1;beliebig;29;;0;0;+;19
9680;101983;VK_DP;1;beliebig;26;;0;0;+;19
9681;101984;VK1;1;beliebig;176,5;;0;0;+;19
9682;101984;VK2;1;beliebig;161,2;;0;0;+;19
9683;101984;VK3;1;beliebig;208;;0;0;+;19
9684;101984;VK4;1;beliebig;252,5;;0;0;+;19
9685;101984;VK_DP;1;beliebig;230,5;;0;0;+;19
9686;101985;VK1;1;beliebig;129,5;;0;0;+;19
9687;101985;VK2;1;beliebig;117,95;;0;0;+;19
9688;101985;VK3;1;beliebig;152,5;;0;0;+;19
9689;101985;VK4;1;beliebig;185,5;;0;0;+;19
9690;101985;VK_DP;1;beliebig;169;;0;0;+;19
9691;101986;VK1;1;beliebig;133,5;;0;0;+;19
9692;101986;VK2;1;beliebig;121,85;;0;0;+;19
9693;101986;VK3;1;beliebig;157,5;;0;0;+;19
9694;101986;VK4;1;beliebig;191;;0;0;+;19
9695;101986;VK_DP;1;beliebig;174,5;;0;0;+;19
9696;101987;VK1;1;beliebig;94,5;;0;0;+;19
9697;101987;VK2;1;beliebig;98,1;;0;0;+;19
9698;101987;VK3;1;beliebig;111,5;;0;0;+;19
9699;101987;VK4;1;beliebig;135,5;;0;0;+;19
9700;101987;VK_DP;1;beliebig;140,5;;0;0;+;19
9701;101988;VK1;1;beliebig;94,5;;0;0;+;19
9702;101988;VK2;1;beliebig;98,1;;0;0;+;19
9703;101988;VK3;1;beliebig;111,5;;0;0;+;19
9704;101988;VK4;1;beliebig;135,5;;0;0;+;19
9705;101988;VK_DP;1;beliebig;140,5;;0;0;+;19
9706;101989;VK1;1;beliebig;106079;;0;0;+;19
9707;101989;VK3;1;beliebig;124792,5;;0;0;+;19
9708;101989;VK4;1;beliebig;151556,5;;0;0;+;19
9709;101990;VK1;1;beliebig;106079;;0;0;+;19
9710;101990;VK3;1;beliebig;124792,5;;0;0;+;19
9711;101990;VK4;1;beliebig;151556,5;;0;0;+;19
9712;101991;VK1;1;beliebig;1374;;0;0;+;19
9713;101991;VK2;1;beliebig;1292,4;;0;0;+;19
9714;101991;VK3;1;beliebig;1616,5;;0;0;+;19
9715;101991;VK4;1;beliebig;1963,5;;0;0;+;19
9716;101991;VK_DP;1;beliebig;1846,5;;0;0;+;19
9717;101992;VK1;1;beliebig;9,5;;0;0;+;19
9718;101992;VK2;1;beliebig;9,05;;0;0;+;19
9719;101992;VK3;1;beliebig;11,5;;0;0;+;19
9720;101992;VK4;1;beliebig;14;;0;0;+;19
9721;101992;VK_DP;1;beliebig;13;;0;0;+;19
9722;101993;VK1;1;beliebig;6,5;;0;0;+;19
9723;101993;VK2;1;beliebig;5,7;;0;0;+;19
9724;101993;VK3;1;beliebig;8;;0;0;+;19
9725;101993;VK4;1;beliebig;9,5;;0;0;+;19
9726;101993;VK_DP;1;beliebig;8,5;;0;0;+;19
9727;101994;VK1;1;beliebig;38;;0;0;+;19
9728;101994;VK2;1;beliebig;34,85;;0;0;+;19
9729;101994;VK3;1;beliebig;45;;0;0;+;19
9730;101994;VK4;1;beliebig;54,5;;0;0;+;19
9731;101994;VK_DP;1;beliebig;50;;0;0;+;19
9732;101995;VK1;1;beliebig;113;;0;0;+;19
9733;101995;VK2;1;beliebig;102,75;;0;0;+;19
9734;101995;VK3;1;beliebig;133;;0;0;+;19
9735;101995;VK4;1;beliebig;161,5;;0;0;+;19
9736;101995;VK_DP;1;beliebig;147;;0;0;+;19
9737;101996;VK1;1;beliebig;72;;0;0;+;19
9738;101996;VK2;1;beliebig;65,65;;0;0;+;19
9739;101996;VK3;1;beliebig;85;;0;0;+;19
9740;101996;VK4;1;beliebig;103;;0;0;+;19
9741;101996;VK_DP;1;beliebig;94;;0;0;+;19
9742;101997;VK1;1;beliebig;18,5;;0;0;+;19
9743;101997;VK2;1;beliebig;16,9;;0;0;+;19
9744;101997;VK3;1;beliebig;22;;0;0;+;19
9745;101997;VK4;1;beliebig;26,5;;0;0;+;19
9746;101997;VK_DP;1;beliebig;24,5;;0;0;+;19
9747;101998;VK1;1;beliebig;58,5;;0;0;+;19
9748;101998;VK2;1;beliebig;53,35;;0;0;+;19
9749;101998;VK3;1;beliebig;69;;0;0;+;19
9750;101998;VK4;1;beliebig;84;;0;0;+;19
9751;101998;VK_DP;1;beliebig;76,5;;0;0;+;19
9752;101999;VK1;1;beliebig;15;;0;0;+;19
9753;101999;VK2;1;beliebig;13,55;;0;0;+;19
9754;101999;VK3;1;beliebig;18;;0;0;+;19
9755;101999;VK4;1;beliebig;21,5;;0;0;+;19
9756;101999;VK_DP;1;beliebig;19,5;;0;0;+;19
9757;102000;VK1;1;beliebig;45;;0;0;+;19
9758;102000;VK2;1;beliebig;41;;0;0;+;19
9759;102000;VK3;1;beliebig;53;;0;0;+;19
9760;102000;VK4;1;beliebig;64,5;;0;0;+;19
9761;102000;VK_DP;1;beliebig;59;;0;0;+;19
9762;102001;VK1;1;beliebig;27;;0;0;+;19
9763;102001;VK2;1;beliebig;24,7;;0;0;+;19
9764;102001;VK3;1;beliebig;32;;0;0;+;19
9765;102001;VK4;1;beliebig;39;;0;0;+;19
9766;102001;VK_DP;1;beliebig;35,5;;0;0;+;19
9767;102002;VK1;1;beliebig;36;;0;0;+;19
9768;102002;VK2;1;beliebig;33,15;;0;0;+;19
9769;102002;VK3;1;beliebig;42,5;;0;0;+;19
9770;102002;VK4;1;beliebig;51,5;;0;0;+;19
9771;102002;VK_DP;1;beliebig;47,5;;0;0;+;19
9772;102003;VK1;1;beliebig;63;;0;0;+;19
9773;102003;VK2;1;beliebig;59,5;;0;0;+;19
9774;102003;VK3;1;beliebig;74,5;;0;0;+;19
9775;102003;VK4;1;beliebig;90,5;;0;0;+;19
9776;102003;VK_DP;1;beliebig;85,5;;0;0;+;19
9777;102004;VK1;1;beliebig;90;;0;0;+;19
9778;102004;VK2;1;beliebig;82;;0;0;+;19
9779;102004;VK3;1;beliebig;106;;0;0;+;19
9780;102004;VK4;1;beliebig;129;;0;0;+;19
9781;102004;VK_DP;1;beliebig;117,5;;0;0;+;19
9782;102005;VK1;1;beliebig;5,5;;0;0;+;19
9783;102005;VK2;1;beliebig;5,1;;0;0;+;19
9784;102005;VK3;1;beliebig;6,5;;0;0;+;19
9785;102005;VK4;1;beliebig;8;;0;0;+;19
9786;102005;VK_DP;1;beliebig;7,5;;0;0;+;19
9787;102006;VK1;1;beliebig;33,5;;0;0;+;19
9788;102006;VK2;1;beliebig;30,3;;0;0;+;19
9789;102006;VK3;1;beliebig;39,5;;0;0;+;19
9790;102006;VK4;1;beliebig;48;;0;0;+;19
9791;102006;VK_DP;1;beliebig;43,5;;0;0;+;19
9792;102007;VK1;1;beliebig;54;;0;0;+;19
9793;102007;VK2;1;beliebig;49,5;;0;0;+;19
9794;102007;VK3;1;beliebig;64;;0;0;+;19
9795;102007;VK4;1;beliebig;77,5;;0;0;+;19
9796;102007;VK_DP;1;beliebig;71;;0;0;+;19
9797;102008;VK1;1;beliebig;113;;0;0;+;19
9798;102008;VK2;1;beliebig;102,75;;0;0;+;19
9799;102008;VK3;1;beliebig;133;;0;0;+;19
9800;102008;VK4;1;beliebig;161,5;;0;0;+;19
9801;102008;VK_DP;1;beliebig;147;;0;0;+;19
9802;102009;VK1;1;beliebig;67;;0;0;+;19
9803;102009;VK2;1;beliebig;36,45;;0;0;+;19
9804;102009;VK3;1;beliebig;79;;0;0;+;19
9805;102009;VK4;1;beliebig;96;;0;0;+;19
9806;102009;VK_DP;1;beliebig;52,5;;0;0;+;19
9807;102010;VK1;1;beliebig;31,5;;0;0;+;19
9808;102010;VK2;1;beliebig;28,65;;0;0;+;19
9809;102010;VK3;1;beliebig;37,5;;0;0;+;19
9810;102010;VK4;1;beliebig;45;;0;0;+;19
9811;102010;VK_DP;1;beliebig;41;;0;0;+;19
9812;102011;VK1;1;beliebig;34;;0;0;+;19
9813;102011;VK2;1;beliebig;30,85;;0;0;+;19
9814;102011;VK3;1;beliebig;40;;0;0;+;19
9815;102011;VK4;1;beliebig;49;;0;0;+;19
9816;102011;VK_DP;1;beliebig;44,5;;0;0;+;19
9817;102012;VK1;1;beliebig;36;;0;0;+;19
9818;102012;VK2;1;beliebig;33,15;;0;0;+;19
9819;102012;VK3;1;beliebig;42,5;;0;0;+;19
9820;102012;VK4;1;beliebig;51,5;;0;0;+;19
9821;102012;VK_DP;1;beliebig;47,5;;0;0;+;19
9822;102013;VK1;1;beliebig;72;;0;0;+;19
9823;102013;VK2;1;beliebig;65,65;;0;0;+;19
9824;102013;VK3;1;beliebig;85;;0;0;+;19
9825;102013;VK4;1;beliebig;103;;0;0;+;19
9826;102013;VK_DP;1;beliebig;94;;0;0;+;19
9827;102014;VK1;1;beliebig;77,5;;0;0;+;19
9828;102014;VK2;1;beliebig;70,75;;0;0;+;19
9829;102014;VK3;1;beliebig;91,5;;0;0;+;19
9830;102014;VK4;1;beliebig;111;;0;0;+;19
9831;102014;VK_DP;1;beliebig;101,5;;0;0;+;19
9832;102015;VK1;1;beliebig;9,5;;0;0;+;19
9833;102015;VK2;1;beliebig;8,5;;0;0;+;19
9834;102015;VK3;1;beliebig;11,5;;0;0;+;19
9835;102015;VK4;1;beliebig;14;;0;0;+;19
9836;102015;VK_DP;1;beliebig;12,5;;0;0;+;19
9837;102016;VK1;1;beliebig;9,5;;0;0;+;19
9838;102016;VK2;1;beliebig;8,5;;0;0;+;19
9839;102016;VK3;1;beliebig;11,5;;0;0;+;19
9840;102016;VK4;1;beliebig;14;;0;0;+;19
9841;102016;VK_DP;1;beliebig;12,5;;0;0;+;19
9842;102017;VK1;1;beliebig;9,5;;0;0;+;19
9843;102017;VK2;1;beliebig;8,5;;0;0;+;19
9844;102017;VK3;1;beliebig;11,5;;0;0;+;19
9845;102017;VK4;1;beliebig;14;;0;0;+;19
9846;102017;VK_DP;1;beliebig;12,5;;0;0;+;19
9847;102018;VK1;1;beliebig;75;;0;0;+;19
9848;102018;VK2;1;beliebig;68,45;;0;0;+;19
9849;102018;VK3;1;beliebig;88,5;;0;0;+;19
9850;102018;VK4;1;beliebig;107,5;;0;0;+;19
9851;102018;VK_DP;1;beliebig;98;;0;0;+;19
9852;102019;VK1;1;beliebig;43,5;;0;0;+;19
9853;102019;VK2;1;beliebig;39,35;;0;0;+;19
9854;102019;VK3;1;beliebig;51,5;;0;0;+;19
9855;102019;VK4;1;beliebig;62,5;;0;0;+;19
9856;102019;VK_DP;1;beliebig;56,5;;0;0;+;19
9857;102020;VK1;1;beliebig;45;;0;0;+;19
9858;102020;VK2;1;beliebig;41;;0;0;+;19
9859;102020;VK3;1;beliebig;53;;0;0;+;19
9860;102020;VK4;1;beliebig;64,5;;0;0;+;19
9861;102020;VK_DP;1;beliebig;59;;0;0;+;19
9862;102021;VK1;1;beliebig;31,5;;0;0;+;19
9863;102021;VK2;1;beliebig;28,65;;0;0;+;19
9864;102021;VK3;1;beliebig;37,5;;0;0;+;19
9865;102021;VK4;1;beliebig;45;;0;0;+;19
9866;102021;VK_DP;1;beliebig;41;;0;0;+;19
9867;102022;VK1;1;beliebig;4,5;;0;0;+;19
9868;102022;VK2;1;beliebig;3,95;;0;0;+;19
9869;102022;VK3;1;beliebig;5,5;;0;0;+;19
9870;102022;VK4;1;beliebig;6,5;;0;0;+;19
9871;102022;VK_DP;1;beliebig;6;;0;0;+;19
9872;102023;VK1;1;beliebig;16;;0;0;+;19
9873;102023;VK2;1;beliebig;14,65;;0;0;+;19
9874;102023;VK3;1;beliebig;19;;0;0;+;19
9875;102023;VK4;1;beliebig;23;;0;0;+;19
9876;102023;VK_DP;1;beliebig;21;;0;0;+;19
9877;102024;VK1;1;beliebig;31,5;;0;0;+;19
9878;102024;VK2;1;beliebig;28,65;;0;0;+;19
9879;102024;VK3;1;beliebig;37,5;;0;0;+;19
9880;102024;VK4;1;beliebig;45;;0;0;+;19
9881;102024;VK_DP;1;beliebig;41;;0;0;+;19
9882;102025;VK1;1;beliebig;13,5;;0;0;+;19
9883;102025;VK2;1;beliebig;12,4;;0;0;+;19
9884;102025;VK3;1;beliebig;16;;0;0;+;19
9885;102025;VK4;1;beliebig;19,5;;0;0;+;19
9886;102025;VK_DP;1;beliebig;18;;0;0;+;19
9887;102026;VK1;1;beliebig;29;;0;0;+;19
9888;102026;VK2;1;beliebig;26,45;;0;0;+;19
9889;102026;VK3;1;beliebig;34,5;;0;0;+;19
9890;102026;VK4;1;beliebig;41,5;;0;0;+;19
9891;102026;VK_DP;1;beliebig;38;;0;0;+;19
9892;102027;VK1;1;beliebig;22,5;;0;0;+;19
9893;102027;VK2;1;beliebig;20,8;;0;0;+;19
9894;102027;VK3;1;beliebig;26,5;;0;0;+;19
9895;102027;VK4;1;beliebig;32,5;;0;0;+;19
9896;102027;VK_DP;1;beliebig;30;;0;0;+;19
9897;102028;VK1;1;beliebig;12;;0;0;+;19
9898;102028;VK2;1;beliebig;11,25;;0;0;+;19
9899;102028;VK3;1;beliebig;14,5;;0;0;+;19
9900;102028;VK4;1;beliebig;17,5;;0;0;+;19
9901;102028;VK_DP;1;beliebig;16,5;;0;0;+;19
9902;102029;VK1;1;beliebig;13,5;;0;0;+;19
9903;102029;VK2;1;beliebig;12,4;;0;0;+;19
9904;102029;VK3;1;beliebig;16;;0;0;+;19
9905;102029;VK4;1;beliebig;19,5;;0;0;+;19
9906;102029;VK_DP;1;beliebig;18;;0;0;+;19
9907;102030;VK1;1;beliebig;13,5;;0;0;+;19
9908;102030;VK2;1;beliebig;12,4;;0;0;+;19
9909;102030;VK3;1;beliebig;16;;0;0;+;19
9910;102030;VK4;1;beliebig;19,5;;0;0;+;19
9911;102030;VK_DP;1;beliebig;18;;0;0;+;19
9912;102031;VK1;1;beliebig;15;;0;0;+;19
9913;102031;VK2;1;beliebig;13,55;;0;0;+;19
9914;102031;VK3;1;beliebig;18;;0;0;+;19
9915;102031;VK4;1;beliebig;21,5;;0;0;+;19
9916;102031;VK_DP;1;beliebig;19,5;;0;0;+;19
9917;102032;VK1;1;beliebig;3;;0;0;+;19
9918;102032;VK2;1;beliebig;2,8;;0;0;+;19
9919;102032;VK3;1;beliebig;4;;0;0;+;19
9920;102032;VK4;1;beliebig;4,5;;0;0;+;19
9921;102032;VK_DP;1;beliebig;4;;0;0;+;19
9922;102033;VK1;1;beliebig;4;;0;0;+;19
9923;102033;VK2;1;beliebig;3,95;;0;0;+;19
9924;102033;VK3;1;beliebig;5;;0;0;+;19
9925;102033;VK4;1;beliebig;6;;0;0;+;19
9926;102033;VK_DP;1;beliebig;6;;0;0;+;19
9927;102034;VK1;1;beliebig;80,5;;0;0;+;19
9928;102034;VK2;1;beliebig;73,05;;0;0;+;19
9929;102034;VK3;1;beliebig;95;;0;0;+;19
9930;102034;VK4;1;beliebig;115,5;;0;0;+;19
9931;102034;VK_DP;1;beliebig;104,5;;0;0;+;19
9932;102035;VK1;1;beliebig;80,5;;0;0;+;19
9933;102035;VK2;1;beliebig;73,05;;0;0;+;19
9934;102035;VK3;1;beliebig;95;;0;0;+;19
9935;102035;VK4;1;beliebig;115,5;;0;0;+;19
9936;102035;VK_DP;1;beliebig;104,5;;0;0;+;19
9937;102036;VK1;1;beliebig;315;;0;0;+;19
9938;102036;VK2;1;beliebig;288,05;;0;0;+;19
9939;102036;VK3;1;beliebig;371;;0;0;+;19
9940;102036;VK4;1;beliebig;450,5;;0;0;+;19
9941;102036;VK_DP;1;beliebig;412;;0;0;+;19
9942;102037;VK1;1;beliebig;315;;0;0;+;19
9943;102037;VK2;1;beliebig;288,05;;0;0;+;19
9944;102037;VK3;1;beliebig;371;;0;0;+;19
9945;102037;VK4;1;beliebig;450,5;;0;0;+;19
9946;102037;VK_DP;1;beliebig;412;;0;0;+;19
9947;102038;VK1;1;beliebig;244;;0;0;+;19
9948;102038;VK2;1;beliebig;221,85;;0;0;+;19
9949;102038;VK3;1;beliebig;287,5;;0;0;+;19
9950;102038;VK4;1;beliebig;349;;0;0;+;19
9951;102038;VK_DP;1;beliebig;317;;0;0;+;19
9952;102039;VK1;1;beliebig;315;;0;0;+;19
9953;102039;VK2;1;beliebig;288,05;;0;0;+;19
9954;102039;VK3;1;beliebig;371;;0;0;+;19
9955;102039;VK4;1;beliebig;450,5;;0;0;+;19
9956;102039;VK_DP;1;beliebig;412;;0;0;+;19
9957;102040;VK1;1;beliebig;267;;0;0;+;19
9958;102040;VK2;1;beliebig;244,3;;0;0;+;19
9959;102040;VK3;1;beliebig;314,5;;0;0;+;19
9960;102040;VK4;1;beliebig;381,5;;0;0;+;19
9961;102040;VK_DP;1;beliebig;349,5;;0;0;+;19
9962;102041;VK1;1;beliebig;315;;0;0;+;19
9963;102041;VK2;1;beliebig;288,05;;0;0;+;19
9964;102041;VK3;1;beliebig;371;;0;0;+;19
9965;102041;VK4;1;beliebig;450,5;;0;0;+;19
9966;102041;VK_DP;1;beliebig;412;;0;0;+;19
9967;102042;VK1;1;beliebig;315;;0;0;+;19
9968;102042;VK2;1;beliebig;288,05;;0;0;+;19
9969;102042;VK3;1;beliebig;371;;0;0;+;19
9970;102042;VK4;1;beliebig;450,5;;0;0;+;19
9971;102042;VK_DP;1;beliebig;412;;0;0;+;19
9972;102043;VK1;1;beliebig;104;;0;0;+;19
9973;102043;VK2;1;beliebig;94,35;;0;0;+;19
9974;102043;VK3;1;beliebig;122,5;;0;0;+;19
9975;102043;VK4;1;beliebig;149;;0;0;+;19
9976;102043;VK_DP;1;beliebig;135;;0;0;+;19
9977;102044;VK1;1;beliebig;104;;0;0;+;19
9978;102044;VK2;1;beliebig;94,35;;0;0;+;19
9979;102044;VK3;1;beliebig;122,5;;0;0;+;19
9980;102044;VK4;1;beliebig;149;;0;0;+;19
9981;102044;VK_DP;1;beliebig;135;;0;0;+;19
9982;102045;VK1;1;beliebig;104;;0;0;+;19
9983;102045;VK2;1;beliebig;94,35;;0;0;+;19
9984;102045;VK3;1;beliebig;122,5;;0;0;+;19
9985;102045;VK4;1;beliebig;149;;0;0;+;19
9986;102045;VK_DP;1;beliebig;135;;0;0;+;19
9987;102046;VK1;1;beliebig;104;;0;0;+;19
9988;102046;VK2;1;beliebig;94,35;;0;0;+;19
9989;102046;VK3;1;beliebig;122,5;;0;0;+;19
9990;102046;VK4;1;beliebig;149;;0;0;+;19
9991;102046;VK_DP;1;beliebig;135;;0;0;+;19
9992;102047;VK1;1;beliebig;104;;0;0;+;19
9993;102047;VK2;1;beliebig;94,35;;0;0;+;19
9994;102047;VK3;1;beliebig;122,5;;0;0;+;19
9995;102047;VK4;1;beliebig;149;;0;0;+;19
9996;102047;VK_DP;1;beliebig;135;;0;0;+;19
9997;102048;VK1;1;beliebig;104;;0;0;+;19
9998;102048;VK2;1;beliebig;94,35;;0;0;+;19
9999;102048;VK3;1;beliebig;122,5;;0;0;+;19
10000;102048;VK4;1;beliebig;149;;0;0;+;19
10001;102048;VK_DP;1;beliebig;135;;0;0;+;19
10002;102049;VK1;1;beliebig;104;;0;0;+;19
10003;102049;VK2;1;beliebig;94,35;;0;0;+;19
10004;102049;VK3;1;beliebig;122,5;;0;0;+;19
10005;102049;VK4;1;beliebig;149;;0;0;+;19
10006;102049;VK_DP;1;beliebig;135;;0;0;+;19
10007;102050;VK1;1;beliebig;104;;0;0;+;19
10008;102050;VK2;1;beliebig;94,35;;0;0;+;19
10009;102050;VK3;1;beliebig;122,5;;0;0;+;19
10010;102050;VK4;1;beliebig;149;;0;0;+;19
10011;102050;VK_DP;1;beliebig;135;;0;0;+;19
10012;102051;VK1;1;beliebig;104;;0;0;+;19
10013;102051;VK2;1;beliebig;94,35;;0;0;+;19
10014;102051;VK3;1;beliebig;122,5;;0;0;+;19
10015;102051;VK4;1;beliebig;149;;0;0;+;19
10016;102051;VK_DP;1;beliebig;135;;0;0;+;19
10017;102052;VK1;1;beliebig;104;;0;0;+;19
10018;102052;VK2;1;beliebig;94,35;;0;0;+;19
10019;102052;VK3;1;beliebig;122,5;;0;0;+;19
10020;102052;VK4;1;beliebig;149;;0;0;+;19
10021;102052;VK_DP;1;beliebig;135;;0;0;+;19
10022;102053;VK1;1;beliebig;104;;0;0;+;19
10023;102053;VK2;1;beliebig;94,35;;0;0;+;19
10024;102053;VK3;1;beliebig;122,5;;0;0;+;19
10025;102053;VK4;1;beliebig;149;;0;0;+;19
10026;102053;VK_DP;1;beliebig;135;;0;0;+;19
10027;102054;VK1;1;beliebig;104;;0;0;+;19
10028;102054;VK2;1;beliebig;94,35;;0;0;+;19
10029;102054;VK3;1;beliebig;122,5;;0;0;+;19
10030;102054;VK4;1;beliebig;149;;0;0;+;19
10031;102054;VK_DP;1;beliebig;135;;0;0;+;19
10032;102055;VK1;1;beliebig;104;;0;0;+;19
10033;102055;VK2;1;beliebig;94,35;;0;0;+;19
10034;102055;VK3;1;beliebig;122,5;;0;0;+;19
10035;102055;VK4;1;beliebig;149;;0;0;+;19
10036;102055;VK_DP;1;beliebig;135;;0;0;+;19
10037;102056;VK1;1;beliebig;104;;0;0;+;19
10038;102056;VK2;1;beliebig;94,35;;0;0;+;19
10039;102056;VK3;1;beliebig;122,5;;0;0;+;19
10040;102056;VK4;1;beliebig;149;;0;0;+;19
10041;102056;VK_DP;1;beliebig;135;;0;0;+;19
10042;102057;VK1;1;beliebig;104;;0;0;+;19
10043;102057;VK2;1;beliebig;94,35;;0;0;+;19
10044;102057;VK3;1;beliebig;122,5;;0;0;+;19
10045;102057;VK4;1;beliebig;149;;0;0;+;19
10046;102057;VK_DP;1;beliebig;135;;0;0;+;19
10047;102058;VK1;1;beliebig;104;;0;0;+;19
10048;102058;VK2;1;beliebig;94,35;;0;0;+;19
10049;102058;VK3;1;beliebig;122,5;;0;0;+;19
10050;102058;VK4;1;beliebig;149;;0;0;+;19
10051;102058;VK_DP;1;beliebig;135;;0;0;+;19
10052;102059;VK1;1;beliebig;104;;0;0;+;19
10053;102059;VK2;1;beliebig;94,35;;0;0;+;19
10054;102059;VK3;1;beliebig;122,5;;0;0;+;19
10055;102059;VK4;1;beliebig;149;;0;0;+;19
10056;102059;VK_DP;1;beliebig;135;;0;0;+;19
10057;102060;VK1;1;beliebig;104;;0;0;+;19
